[0, "RT @ACreativeLoser: Are we live @cthagod ? Are we Live? Alright Check it...\n."]
[2311, "@GetItDmac: Justin bieber dodged all the criticism &amp; dropped some amazing music\n."]
[2312, "RT @ilovesparklests: TAYLOR SWIFT CAN DATE WHOEVER SHE WANTS. TAYLOR SWIFT CAN DATE WHOEVER SHR WANTS. TAYLOR SWIFT CAN DATE WHOEVER SHE WA…\n."]
[2313, "@kissEMOTIONstan: 8. Follow me (zoey 101 theme song) - Jamie lynn Spears &amp; Britney Spears. As soon as i heard "Are you ready" i dropped…\n."]
[2314, "RT @Gothamcityesq: Taylor Swift’s Sexual Assault Countersuit; Enlists Professor as Expert on Attributes of Male Offenders https://t.co/nyKD…\n."]
[2315, "@sugakookielove: Bruno Mars - 24k Magic (2016) https://t.co/fCSxxhlnYM\n."]
[2316, "Meet Taylor Swift’s London-born new beau Joe Alwyn – Daily Mail https://t.co/iId5ltFxNG\n."]
[2317, "What must feel like, be the perfect girl ...😍😢😈Taylor Swift - New Romantics https://t.co/E97QKx4XAz via @YouTube\n."]
[2318, "@LadyGagaNowNet: Lady Gaga in New York City today. https://t.co/7iMqoMUeaq\n."]
[2319, "#NowPlaying Superstar (Clean) - Pitbull ft Becky G\n."]
[2320, "@LuxxSOClAL: @JanetJackson The New Queen of Pop Lady Gaga https://t.co/MKg8tw1teI\n."]
[2321, "JUSTIN BIEBER IS THE BEST RAPPER! Diplo ft. Justin Bieber, Young Thug - Bankroll REACTION: https://t.co/chUU3bM48Q via @YouTube\n."]
[2322, "@Wes10: justin bieber is really trying to have a cool instagram theme and it's just not working out but who's gonna tell him https://t.c�\n."]
[2323, "@TheTitleofTS6 @LadySapioXO @PopCrave I really love Taylor Swift, and I'm sorry, but you sound so ignorant by saying this\n."]
[2324, "#NowPlaying DJ Snake ft Justin Bieber - Let Me Love You #playfm check https://t.co/gALW0NvrSH\n."]
[2325, "Ok , la cague ,me disculpas?\n."]
[2326, "I liked a @YouTube video https://t.co/hQM406TomP Luis Fonsi &amp; Daddy Yankee - Despacito Ft. Justin Bieber\n."]
[2327, ""When you get in the real world, what makes you different is what makes your life special."-Taylor Swift\n."]
[2328, "NOW PLAYING: ZAYN &amp; Taylor Swift -  I Don't Wanna Live Forever  https://t.co/140pbdnStA\n."]
[2329, "RT @901FreeAtLastSM: All I can say is I hope Taylor Swift is happy and all goes well for her! #TaylorSwift\n."]
[2330, "@miaboatss Pitbull is my favorite rapper. He saved my life\n."]
[2331, "@AmazinVoices: Bruno Mars never fails to amaze me https://t.co/Fz9OqChORE\n."]
[2332, "@Camila_Cabello: Heyyy guys here's a sneak peak ?? of #F8 featuring our new song "Hey Ma" from the soundtrack @Pitbull @JBalvin @FastFuri�\n."]
[2333, "@TheShadyFacts: 17 Years ago today Britney Spears released 'oops i did i again' it went number one and had the highest first week sales…\n."]
[2334, "New post (Christie Brinkley &amp; David Foster's Relationship Reality; Taylor Swift's ...) has been published on B ...… https://t.co/Ec1ewgSFAV\n."]
[2335, "Still no jokes on twitter. Fine: What has four legs and one arm?\n."]
[2336, "DJ Snake - Let Me Love You ft. Justin Bieber https://t.co/gnokMwQdiG v�a @YouTube\n."]
[2337, "@officialcha s: .@JustinBieber has scored his 6th UK Number 1 and has replaced himself at the top of the Official Singles Cha  https:/�\n."]
[2338, "I'm actually kinda glad Taylor Swift isn't on Spotify bc y'all don't need to know when I listen to Dear John fourteen times in a row\n."]
[2339, "@drewisgooden: Okay so hear me out but I have a conspiracy theory that Justin Bieber died a few years ago and has been replaced by a loo�\n."]
[2340, "@PJBieberB: Mais Screenshots do Justin Bieber em sua live no Instagram (16 de Maio)\n."]
[2341, "mjs songs or when we were young by adele #BTSBBMAs https://t.co/5g qihp9Y\n."]
[2342, "Enjoy with the best #pop #rock #dance #np Taylor Swift - Wildest Dreams https://t.co/BG2zwWkZO8\n."]
[2343, "I am voting for @Justinbieber for TOP SOCIAL A IST at the #BB�\n."]
[2344, "@WomanCrushPix: Selena Gomez is fine 👌😍 https://t.co/cxMTqyIg4H\n."]
[2345, "@pitbull: As the world turns, y�all boys gonna learn that chico right here don�t play https://t.co/8PoBfwUr61\n."]
[2346, "say what you will about Pitbull, but Mr Worldwide� can REALLY pull off white pants\n."]
[2347, "britney spears created music when she came out with lucky\n."]
[2348, "@CxSTqOtMvN3Nzb8: #hot german pornstar selena gomez nude fakes https://t.co/YwA8Xz8q1n\n."]
[2349, "Do you think Bruno likes the fanfics that he's read or does he feel uncomfo able? 👀 - https://t.co/fgs4zqeOhd - Bruno Mars\n."]
[2350, "I added a video to a @YouTube playlist https://t.co/as6Y8GzidK (FREE) XXXTENTACION Type Beat - "Revenge" ft. Kanye West | Free\n."]
[2351, ""...Baby One More Time (Cabaret Version)" by Britney Spears https://t.co/Xryot4MTdj\n."]
[2352, "@Reyess_A: What happened to Adele wit da hit songs, sho y got da smooth vocals\n."]
[2353, "I vote for @justinbieber for Top Social A ist #BBMAs #JustinBBMAs\n."]
[2354, "jheidragon sings All I Ask by Adele, what an incredible voice on StarMaker! https://t.co/dUBl54G2Hk\n."]
[2355, "Britney Spears - Right now (Taste the victory) https://t.co/5NiWmsGip4 vía @YouTube\n."]
[2356, "#NowPlaying  Britney Spears   Born To Make You Happy   https://t.co/nupyPW7Ed0  #streaming #streamingonline #music\n."]
[2357, "I am hiring a special prosecutor to look into the appropriate channels needed to ban Taylor Swift from releasing another album.\n."]
[2358, "@djoreo90 wasn't feeling the Adele. But other than that, 🔥🤙. Thank you man. And thank you @chancetherapper it was an amazing night\n."]
[2359, "Selena Gomez &amp; The Scene - Love You Like A Love Song https://t.co/jBiAquBUOM\n."]
[2360, "RT @beautifulcelebz: How many RTs for Selena Gomez + Taylor Swift? 😍 https://t.co/vmfdeWDsZN\n."]
[2361, "RT @JoParkerBear: If Taylor Swift ever gets married, it will destroy her career. Just say no, girl. Keep writing those bf songs or whatever…\n."]
[2362, "@knathanye: @shotscrewbr @john A LIVE DO BIEBER I vote for Justin Bieber for TOP SOCIAL A IST.   to vote! #JustinBBMAs\n."]
[2363, "@TheGarden: Have you heard @EnriqueIglesias� new remix with @CNCOmusic? Enrique &amp; @Pitbull are heading to MSG this 6/30 &amp; 7/1! https://t�\n."]
[2364, "@VS_A ist: What are you most excited for?\n."]
[2365, "RT @PowerCountryK93: Taylor Swift Is Dating a New Man: Everything We Know https://t.co/u9jsdcxRYB\n."]
[2366, "I love you fights 😍\n."]
[2367, "My expectations = a Bruno Mars song kinda love ya know?\n."]
[2368, "RT @TSwiftinAsia: With a net worth of $280M, Taylor Swift is the youngest on Forbe's "Self-Made Women" list for 2017!\n."]
[2369, "@Biebersfreak94: Justin adorable bieber should stop being adorable because the adorableness of the pic is too adorable\n."]
[2370, "@patrickfarys: Justin Bieber naked on holiday! So happy that Selena is not a pa  of his life anymore! What do you guys think? ?? https:/�\n."]
[2371, "@JimKilbane Proud to introduce my pups, Joe and red. Red is a kind hea ed Pitbull and Joe Boxer pit. They keep me� https://t.co/ihJ0l9VJeh\n."]
[2372, "RT @ZIPERATlVO: TOP ÁLBUNS:\n."]
[2373, "A LIVE DO BIEBER #JustinBBMAs https://t.co/G9XVo�\n."]
[2374, "PITBULL fun\n."]
[2375, "@ZIPERATlVO: TOP �LBUNS:\n."]
[2376, "@Adele: Good luck Leo! Everyone loves you because you're the best. Meet me at the clock anytime bruv X https://t.co/buPmIdhYyo\n."]
[2377, "She's so perfect ?@MileyCyrus Miley Cyrus - "Malibu" Acoustic | Elvis Duran Live https://t.co/NK8tN2ZYDH\n."]
[2378, "Justin Bieber dizendo o nome da @PriAlcantara "Priscilla Alcantara" durante a live. #JustinBBMAs https://t.�\n."]
[2379, "@_zaniyaBREE: FREE PITBULL!!! His name is boomer and he's 5 years old ?? he's such a sweet hea  and good with kids. His owner can not ha�\n."]
[2380, "Mais Screenshots do Justin Bieber em sua live no Instagram (16 de Maio)\n."]
[2381, "RT @yas_hunty: If Taylor Swift and Katy Perry had a problematic off, who would win?\n."]
[2382, "Tonight really covered a nice chunk of my lunch break. Time for more professional bitch tossing\n."]
[2383, "lmao completely forgot how psyho taylor swift acted in the blank space video\n."]
[2384, "More info at htt�\n."]
[2385, "Taylor Swift has a net worth of $280 million. See the full list of the richest female entertainers:… https://t.co/TRg0Xpqztz\n."]
[2386, "@djkhaled: Available everywhere! #DJKHALED   #IMTHEONE FEAT. @justinbieber, @QuavoStuntin, @chancetherapper &amp; @LilTunechi https://t.co/i�\n."]
[2387, "Welcome @tygovaars. Tired of struggling?Try my free ecourse https://t.co/YQgluaKlPb via https://t.co/mL5pmWjuRs\n."]
[2388, "@billboard: Watch Miley Cyrus perform an acoustic version of #Malibu, talk about Cyrus family #CarpoolKaraoke &amp; more https://t.co/NbaKNk�\n."]
[2389, "RT @enews: Taylor Swift happened to find someone whose reputation has not preceded him for a change. Is this the right move? https://t.co/0…\n."]
[2390, "I liked a @YouTube video https://t.co/PGzrh1ot8s Hey ma - Pitbull, Camila cabello (English version)\n."]
[2391, "Taylor Swift a rich ass praised hoe. Can't stand her..\n."]
[2392, "@jae_sinatra Kanye West creative energy was transferred to Travis Scott's soul\n."]
[2393, "@El_Baticholo: Adi�s my love, me voy de you y esta vez para always\n."]
[2394, "Selena Gomez Says “I Love You” to The Weeknd Right IN FRONT of Bella Hadid’s Family at the… https://t.co/NvaBMHhdbV https://t.co/kJaD6xCp4T\n."]
[2395, "@923amp: Heads up #Selenators! Be on the look out for new music from @SelenaGomez this THURSDAY! https://t.co/mUCNUwzzzY https://t.co/jA…\n."]
[2396, "@jamescharles: today I begged justin bieber to adopt me on his Instagram live what did u do\n."]
[2397, "New post (Inside Taylor Swift's Undercover Romance | E! News) has been published on Bonjournal-best Hub of News -… https://t.co/1MLkFmqxtm\n."]
[2398, "I liked a @YouTube video https://t.co/bbc0i6t2fT Miley Cyrus Opens Up About Katy Perry Friendship &amp; Blames Twerking Phase On Her Dad\n."]
[2399, "RT @enews: She knew places they wouldn't be found: Taylor Swift went to "great lengths" to keep her Joe Alwyn romance a secret. https://t.c…\n."]
[2400, "@Camila_Cabello: GUYYS!! So excited to perform "Hey Ma" w @pitbull and @JBALVIN , see you tonight at 8/7c on @MTV! #MTVAwards https://t.�\n."]
[2401, "@officialcha s: Stream the Top 20 tracks making a huge buzz right now in the UK, including this week's No.1 from @MileyCyrus https://t.�\n."]
[2402, "@WeAreGirICodes: I'm crying omg I love Adele https://t.co/YS9g4kuwFB\n."]
[2403, "@MuuMuse: 🚨 “Criminal” is currently Top 20 on Hungarian iTunes for no apparent reason. 🚨 Britney Spears is TOO relevant. 🚨 https://t.co/…\n."]
[2404, "A happy pitbull.\n."]
[2405, "RT @hsfloural: otros medios: y taylor swift? Y kendall? Eres gay? Eres hetero?\n."]
[2406, "Watch This Toddler Wait for the Beat to Drop in a Bruno Mars Song and Win the Internet https://t.co/SYrDI1tfBV https://t.co/c38H2gq5a4\n."]
[2407, "What are you doing to achieve your happiness?\n."]
[2408, "Ok me JOKE for hanahaa\n."]
[2409, "@Bkstg: Check out this amazing #fana  of @Camila_Cabello, @JBALVIN, and @Pitbull at the #MTVAwards ?? https://t.co/5lDXfoHWlp https://t.�\n."]
[2410, "@AbiRatchford: Check me outttt inside of @kanyewest's Season 2 Zine 🔥🔥Shot by Kanye West and the amazingly talented  jackie nickerson in…\n."]
[2411, "@kissEMOTIONstan: 99. The climb - Miley Cyrus. This is her best song, she has yet to top it. https://t.co/6BrMuTF8Yb\n."]
[2412, "@70s80sAnd90s: Britney Spears - Baby One More Time, 1998 https://t.co/shpmy9GsqD\n."]
[2413, "@SLAYDELE: me every time i am reminded that turning tables is a real song made by the actual adele https://t.co/x6Kf81hKIC\n."]
[2414, "Date night: New squeezes Katy Perry and Orlando Bloom enjoyed a romantic date night at the ... https://t.co/f0vxG4Cc9M via @DailyMailCeleb\n."]
[2415, "I don't know why but the video of Justin Bieber saying I just drank an iced coffee is my favorite thing on the internet right now ??????\n."]
[2416, "@SaltyMusicStan: Which pop star's lead single are you more excited for??\n."]
[2417, "@siacidal: Lady Gaga and Sia get accused of lip-syncing ALL ?? THE ?? TIMMEEE ?? it's not their fault they sound the same live as the studi�\n."]
[2418, "@lexisdewey @preston99 "Justin Bieber decided this hair cut was no longer cool, but I'm gonna make it work anyway!"\n."]
[2419, "@breatheheavycom: .@MileyCyrus' vibrato shines in her acoustic performance of "Malibu" on the @ElvisDuran show. Take a break &amp; enjoy:  h�\n."]
[2420, "Miley Cyrus Blames Twerking Phase on Too Much Time With Her Dad https://t.co/YdSZMgByuk https://t.co/V7FLi7wu4j\n."]
[2421, "Taylor Swift's New BOYFRIEND - Selena Gomez Controversial Song Teaser? (DHR) https://t.co/uptgly9OCZ\n."]
[2422, "From Meg Whitman To Taylor Swift: Meet The 60 Richest, Most ... - Forbes https://t.co/N7ohtiOAgm\n."]
[2423, "Lavar knows he ain't gonna win that battle in the court of public opinion. Taylor Swift twitter ain't having it.\n."]
[2424, "RT @TheStoryOfRed13: Taylor Alison Swift is a grown ass woman and can date who ever the hell she wants 😤\n."]
[2425, "#Best #Adidas .#Yeezy 350 V2 Cream White 2017 #Boost Low SPLY Kanye West CP9366 SIZE 10.5 https://t.co/rqKYCOq2SE… https://t.co/AD1Ludca00\n."]
[2426, "Florida Sexy Models Did Gigi Hadid and Emma Stone Hook Taylor Swift Up With Joe Alwyn? Watch to Get the Romance... https://t.co/yR6GH2fGaS\n."]
[2427, "@girlhoodposts: The way Justin Bieber says "Despacito" is so sexy it hu s ???? https://t.co/1VyMrvqvIY\n."]
[2428, "Ya know taylor swift surely does have a lot realtiosnhip issues\n."]
[2429, "(This song ugh???? orgasmic AF! Gaga's best song?? Bad Romance is�\n."]
[2430, "@zesty_celebrity: Miley Cyrus Blames Twerking Phase on Too Much Time With Her Dad https://t.co/YdSZMgByuk https://t.co/V7FLi7wu4j\n."]
[2431, "@edm_6yhn: ????? BEST??\n."]
[2432, "RT @TSupdated: With a net worth of $280M, Taylor is once again the youngest person on @Forbes 2017 'Self-Made Women' list!\n."]
[2433, "@kissEMOTIONstan: 25. Nobody's Perfect - Miley Cyrus as (Hannah Montana). Everyone knows this one, it's impossible not to. https://t.co/�\n."]
[2434, "@pitbull: Happy Mother's Day today and every day! #MothersDay  #DiaDeLaMadre https://t.co/AS2xi6ddQn\n."]
[2435, "@knathanye: @BBMAs @alexysgabrielle A LIVE DO BIEBER I vote for Justin Bieber for TOP SOCIAL A IST.   to vote! #JustinBBMAs\n."]
[2436, "You still sound like a song\n."]
[2437, "#LadyGaga #Music LADY GAGA-FAME MONSTER ULTIMATE FAN PAC (LARGE) (CAN) #CD NEW https://t.co/7yd2Ud64LT #Bargains� https://t.co/AdChWh4Abb\n."]
[2438, "I was singing live while we're young at work and my coworker said "is that a taylor swift song" like UHM\n."]
[2439, "@TheMusicGothant: I found this awesome recording of "24K Magic" on #Smule: https://t.co/Zu19BHeo8T #SingKaraoke\n."]
[2440, "@stevenstuning: @jae_sinatra Kanye West creative energy was transferred to Travis Scott's soul\n."]
[2441, "@merotinbieber: Jus?IG LIVE??\n."]
[2442, "@Jetsfifita: Eminem Ft Adele - Success (New Song 2017)\n."]
[2443, "@AdamL_Daily: VIDEO|@AdamLambe  on Lady Gaga + First Time on the Radio | Exclusive Interview https://t.co/vh5e8LhfUv via @iHea Radio #�\n."]
[2444, "Joe Alwyn: Is this Taylor Swift's new boyfriend? - New Zealand Herald https://t.co/LZDG6yt7SF     #news https://t.co/SrdnQMAgoT\n."]
[2445, "@billboard: .@JustinBieber becomes the first a ist ever to tally new No. 1s on the #Hot100 in back-to-back weeks https://t.co/DsoM9TVVu�\n."]
[2446, "FREE PITBULL!!! His name is boomer and he's 5 years old ?? he's such a sweet hea  and good with kids. His owner can� https://t.co/FoM284Zo1v\n."]
[2447, "RT @1DCheckups: Day 520 of Hiatus: Liam talking about him playing piano w/Taylor Swift &amp; Ed Sheeran right now at @923amp #LiamPayne https:/…\n."]
[2448, "can someone just reenact taylor swift songs with me because that shit is so damn cute\n."]
[2449, "@JBItalianCrew2: "Siete fantastici. Siete incredibili. Vi amo". -Justin Bieber ai fans in live su Instagram.\n."]
[2450, "taylor swift welcome to new work https://t.co/IX3LuKlgrk\n."]
[2451, "Katy Perry looking like Miley Cyrus, be positive\n."]
[2452, "@haus_xo: From defining a generation to redefining one's own career. The Lady in the Gaga. https://t.co/gxdFg9U2oq\n."]
[2453, "@fcukspiderman: Zendaya performing "24K Magic" by Bruno Mars on Lip Sync Battle...this girl can do anything. 🔥🔥🔥 https://t.co/iAaTrJ8Llx\n."]
[2454, "Why Taylor Swift's Latest Approach to Romance Is the Right Move for Her https://t.co/hQElyXSthl\n."]
[2455, "@TheShadyFacts: Lady Gaga has received 6 Grammys before the age of 30. When Madonna was 30 she had 3... nominations. (0 wins) https://t.�\n."]
[2456, "@pitbull Well Said 3??5! Welllll Said???? He Cracks Me Up.... He Is So GOOD! Great Vid.... You Both Nailed It! High-5'� https://t.co/ePDHarWG43\n."]
[2457, "@souljaian: Tell That Young Jeezy For His Incredible Work On "Can't Tell Me Nothing" By Kanye West. https://t.co/zaWpGnhWwU\n."]
[2458, "@justinbie8er94: Video of Justin Bieber on Instagram Live. (May 16)\n."]
[2459, "@Top50Oficial: 3. @pitbull feat @JBALVIN &amp; @Camila_Cabello - Hey Ma (-1) (Peak: 1 / Weeks On: 8)\n."]
[2460, "Welcome to New York 🗽\n."]
[2461, "@FreestyIeRaps: Rare video of Kanye West freestyling in 2004\n."]
[2462, "RT delavinkisses: #NowPlaying the old but gold Sparks fly- Taylor Swift. Good night for now fam, but there's something exciting na mangyaya…\n."]
[2463, "HOY KA CUTE NI JUSTIN BIEBER ????\n."]
[2464, "@NathanZed: Kanye West Live Performances Over the Years\n."]
[2465, "@GJuice1582: Good morning to all the lovely Beliebers??\n."]
[2466, "#romance #relationship Why Taylor Swift's Latest Approach to Romance Is the Right Move for Her - E! Online https://t.co/aMjiJAdwPW\n."]
[2467, "Lady Gaga ahora quiere que la llamen por su nombre real https://t.co/6IwgTYTOUB https://t.co/nGdHsSmhtZ\n."]
